1.788129057245887443e-01;4.430327813488326161e-01;1.000000000000000000e+00
6.105009126229787864e-01;7.995922099630289326e-01;-1.000000000000000000e+00
3.691833338753418570e-01;3.139996003226507293e-01;1.000000000000000000e+00
9.734701483161622981e-01;7.240565556436606709e-02;1.000000000000000000e+00
7.923509725419798366e-01;7.796501727470194210e-01;1.000000000000000000e+00
2.467951863147637148e-01;5.392592110788322346e-01;-1.000000000000000000e+00
9.555313649591957725e-01;2.823987163931040989e-01;1.000000000000000000e+00
7.698240513057967860e-01;8.529468910263663384e-01;-1.000000000000000000e+00
5.395580469644143395e-01;2.781692218921628657e-01;1.000000000000000000e+00
8.459245407888261736e-01;7.034674684434361058e-02;1.000000000000000000e+00
6.930400608645381766e-01;2.042749859662377210e-01;-1.000000000000000000e+00
8.953351678885648202e-01;4.586004317646800166e-01;1.000000000000000000e+00
2.544181419377786746e-01;4.168357943521505682e-02;1.000000000000000000e+00
3.653369263548961188e-01;6.070328792583908895e-01;-1.000000000000000000e+00
5.385203382555741047e-01;1.567230883417378706e-01;1.000000000000000000e+00
8.926420436041215822e-01;8.804820248352678291e-01;1.000000000000000000e+00
3.511376200472183795e-01;3.696179648748258995e-01;-1.000000000000000000e+00
8.802074305523597264e-01;7.325315123876218193e-01;1.000000000000000000e+00
9.679157508473401617e-01;6.569432988408232532e-01;1.000000000000000000e+00
9.704860097926178986e-01;1.599224334987691121e-01;1.000000000000000000e+00
8.816115055923410271e-01;8.619757196698277779e-01;-1.000000000000000000e+00
4.754279014892648370e-01;5.047414957762430543e-01;-1.000000000000000000e+00
4.337240395971435625e-01;3.252208103866598421e-01;1.000000000000000000e+00
5.018344061440416226e-02;7.709368996799506046e-01;-1.000000000000000000e+00
4.968066553795508211e-01;7.969245029177821626e-01;-1.000000000000000000e+00
8.786597237474970123e-01;4.125217221099933829e-01;1.000000000000000000e+00
8.884532516303594862e-01;1.013244449191729180e-01;1.000000000000000000e+00
6.305820462688587202e-01;3.458154496353924579e-01;1.000000000000000000e+00
1.292929662339070696e-01;5.016610327805348657e-01;-1.000000000000000000e+00
2.502332423539803674e-01;3.013184691171989504e-01;-1.000000000000000000e+00
4.912451988429128447e-01;4.282745846462238104e-01;-1.000000000000000000e+00
5.519693225269567405e-01;6.241120366968384570e-01;-1.000000000000000000e+00
9.877539769722631924e-01;8.000285596900670315e-01;1.000000000000000000e+00
5.057546571175425276e-01;1.497648540701074227e-01;1.000000000000000000e+00
4.759355514227995299e-01;4.783719933000417646e-01;-1.000000000000000000e+00
7.464224527065711490e-01;6.281439413252860593e-01;1.000000000000000000e+00
9.843333035497280337e-01;3.811568736840827976e-01;1.000000000000000000e+00
4.090935373995875368e-01;1.777104330700367552e-01;1.000000000000000000e+00
4.891787282784265667e-01;9.728302002119497693e-01;-1.000000000000000000e+00
4.583620454999189908e-01;2.869605762043806463e-01;1.000000000000000000e+00
4.903804525086347121e-01;7.108288495556613906e-02;-1.000000000000000000e+00
1.891256353850624405e-01;1.204242598185655266e-01;1.000000000000000000e+00
5.413694224876256511e-01;5.325249642779563697e-01;1.000000000000000000e+00
8.361714246298208586e-01;4.706469273454477742e-01;1.000000000000000000e+00
8.940210610859558038e-01;7.584514500993041475e-01;1.000000000000000000e+00
8.715820980879540603e-01;6.298026510856578053e-01;1.000000000000000000e+00
2.210403085514087707e-01;4.446105690349460016e-01;-1.000000000000000000e+00
9.370910744676550497e-01;4.327834448526572952e-01;1.000000000000000000e+00
5.656312352042658365e-01;3.137343042570702734e-01;1.000000000000000000e+00
7.978702460791911033e-01;5.826244708572557718e-01;1.000000000000000000e+00
1.464642832894545998e-01;3.301665874844883497e-02;-1.000000000000000000e+00
7.951295638950940381e-01;5.879705155067844746e-01;1.000000000000000000e+00
6.279945451258887035e-01;8.384914978538690056e-01;-1.000000000000000000e+00
2.464509733242007394e-01;8.430125199594920016e-01;-1.000000000000000000e+00
3.427704704777367883e-02;4.283546550900589889e-01;-1.000000000000000000e+00
9.769856994235591729e-01;4.053735975279535442e-01;1.000000000000000000e+00
5.057731168761061546e-01;1.043977131801714364e-01;1.000000000000000000e+00
2.545120347424179030e-02;8.975731853823617490e-01;-1.000000000000000000e+00
4.428091204837346639e-01;5.032067104469628571e-02;1.000000000000000000e+00
2.520487121156145260e-01;7.525222012418641970e-01;-1.000000000000000000e+00
5.669371038054659140e-01;2.644736990587754910e-01;-1.000000000000000000e+00
5.703403044889465701e-02;5.358984621805147341e-01;-1.000000000000000000e+00
7.676016974309234353e-01;5.760430456866530990e-01;1.000000000000000000e+00
2.770936483139747608e-01;9.418255097120955543e-01;-1.000000000000000000e+00
4.122221865540133257e-01;7.654357024460572978e-01;-1.000000000000000000e+00
9.247726456924953986e-01;7.348099193370102311e-01;1.000000000000000000e+00
8.507054259237530891e-01;2.748175669155842327e-01;1.000000000000000000e+00
8.501044401675544870e-01;7.950900382724782611e-01;1.000000000000000000e+00
9.328965041898865662e-01;1.418352038282069127e-01;1.000000000000000000e+00
8.221582568575013239e-01;4.320939337178397732e-01;1.000000000000000000e+00
8.360249716701847467e-01;2.557931239337312146e-01;-1.000000000000000000e+00
1.644980574578714938e-01;2.408087360925122988e-01;-1.000000000000000000e+00
1.770509456401597737e-01;5.685357262313918136e-01;-1.000000000000000000e+00
8.375927273857921573e-01;6.739557204134711821e-01;1.000000000000000000e+00
8.088868293582097690e-01;2.377907770561222822e-01;1.000000000000000000e+00
1.410630059533632963e-01;5.789891504862032523e-02;1.000000000000000000e+00
4.642563540055424376e-01;4.937474393401452000e-01;-1.000000000000000000e+00
8.799096112430235817e-01;7.110264860359886141e-01;1.000000000000000000e+00
9.888398797058599587e-01;3.124277029751726387e-01;1.000000000000000000e+00
3.248456535434398607e-01;4.333418801275449317e-01;-1.000000000000000000e+00
6.343183283705553510e-01;8.856055910773698026e-01;1.000000000000000000e+00
5.823895472365419046e-01;1.583523301878566603e-01;1.000000000000000000e+00
3.821155667438514980e-01;9.257498830200774353e-01;-1.000000000000000000e+00
1.002497740651335789e-01;9.891826377318494457e-01;-1.000000000000000000e+00
5.646012869413591373e-01;8.509318130055261165e-01;-1.000000000000000000e+00
7.732203500814411878e-01;9.392173383349026183e-01;-1.000000000000000000e+00
5.296621477680967249e-01;4.144870548397971977e-02;1.000000000000000000e+00
4.397821384831446245e-02;5.635023175713281818e-01;-1.000000000000000000e+00
5.954833787918837329e-01;8.380399772379522050e-01;-1.000000000000000000e+00
1.010720098568096414e-01;2.210152323706929822e-01;-1.000000000000000000e+00
9.455625689711559811e-01;1.978567051342293714e-01;-1.000000000000000000e+00
9.325876915209008189e-01;4.394691217829035379e-01;1.000000000000000000e+00
4.339300427189151099e-01;7.980517465547853906e-02;1.000000000000000000e+00
5.805961727353248225e-01;3.355950600947336104e-01;1.000000000000000000e+00
1.993777265637597385e-02;2.937839860043856000e-02;-1.000000000000000000e+00
3.107160042758303486e-01;9.745944948790380424e-01;-1.000000000000000000e+00
9.744425049048787146e-01;1.850374530895182446e-01;1.000000000000000000e+00
4.214935267224958482e-01;6.785493683642310758e-01;-1.000000000000000000e+00
1.680648833508635587e-01;1.750009644612389170e-01;-1.000000000000000000e+00
1.138879586588499304e-01;5.607895391495841819e-01;-1.000000000000000000e+00
6.049911596929183899e-01;1.912059087963957626e-02;-1.000000000000000000e+00
7.103283314539394766e-01;1.620825998143446967e-01;1.000000000000000000e+00
2.481475575148994750e-04;1.647553066528232302e-01;-1.000000000000000000e+00
1.576217464794280598e-01;3.847806042026189477e-01;-1.000000000000000000e+00
1.264070619293463649e-01;4.295346542706498516e-01;-1.000000000000000000e+00
9.311007899382879316e-01;8.558393188620986303e-01;1.000000000000000000e+00
2.348231696343495711e-01;4.157341443080360133e-01;-1.000000000000000000e+00
2.354342912740700067e-01;6.022249546687094002e-01;-1.000000000000000000e+00
9.773073511923742185e-01;4.992304270297831525e-01;1.000000000000000000e+00
7.067028024828417854e-01;8.006609799780574077e-01;-1.000000000000000000e+00
3.200470007401599037e-01;3.948693671289154050e-01;1.000000000000000000e+00
7.591455552621980685e-01;3.886137793331132517e-01;1.000000000000000000e+00
3.997167289245205923e-01;9.275109987434652092e-01;-1.000000000000000000e+00
4.073879820158984311e-01;2.161650831368314707e-01;1.000000000000000000e+00
7.562458592539652580e-01;7.822107507067441734e-01;-1.000000000000000000e+00
2.214766898857997157e-01;1.828197594336271603e-01;1.000000000000000000e+00
7.128631454578282511e-02;2.723092507988096322e-01;-1.000000000000000000e+00
8.525259498808057668e-01;9.269678187839769379e-01;-1.000000000000000000e+00
9.382996394195645129e-01;7.582022497703300168e-02;1.000000000000000000e+00
2.830485297615624729e-01;5.075046536413160281e-01;-1.000000000000000000e+00
1.545881680016236714e-04;8.964576860092451360e-01;1.000000000000000000e+00
2.000636358848759677e-01;8.493932819699874237e-01;-1.000000000000000000e+00
5.056135775257084575e-01;9.360068029863778394e-01;-1.000000000000000000e+00
2.274102168126734824e-03;5.918848855435024925e-01;-1.000000000000000000e+00
2.155836859431283781e-01;8.598239239503333575e-01;-1.000000000000000000e+00
1.426669550526874497e-01;9.182360361689241302e-01;-1.000000000000000000e+00
9.800363449296327634e-01;8.068291403810123885e-01;1.000000000000000000e+00
6.142035275050171661e-01;1.035388609287626327e-01;1.000000000000000000e+00
5.670006851112837643e-01;8.852195673884314386e-01;-1.000000000000000000e+00
